"senator_name","State","description","amount","Total Expenses","Number of Expenses","St.Abrv","Party"
"MAZIE HIRONO","Hawaii","FEES AND OTHER CHARGES",1127,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","COUNSEL",125635.15,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","CASE WORKERS",19466.47,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","KONA FIELD REPRESENTATIVE",9377.52,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","OTHER MISCELLANEOUS SERVICES",523.56,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","DIRECTORS",272137.68,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","LEGISLATIVE CORRESPONDENT",40212.87,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","PER DIEM",6062.03,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","INTERIM ADMINISTRATIVE PERSONNEL",13333.33,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","PHOTO STUDIO CERTIFICATION",19,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","FIELD REPRESENTATIVE",82255.94,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","KAUAI FIELD REPRESENTATIVE",9377.52,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","PURCHASED EQUIPMENT (EXPENDABLE)",6541.33,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","LEGISLATIVE AIDE",44675.79,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","INTERNS",2466.66,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","ADMINISTRATIVE PERSONNEL",79949.08,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","RECORDING STUDIO CERTIFICATION",254.6,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","ADVISORS",50693.55,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","PURCHASED SOFTWARE (EXPENDABLE)",84.98,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","SENATOR TRANSPORTATION",4964.81,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","ASSISTANTS",239064.73,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","SENIOR PERSONNEL",50749.95,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","CERTIFIED PURCHASED EQUIPMENT",399.96,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","STAFF TRANSPORTATION",10999.02,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","CHIEF OF STAFF",79965.94,1150398.47,152,"HI","D"
"MAZIE HIRONO","Hawaii","TRAINING/CONFERENCE/REGISTRATION FEES",60,1150398.47,152,"HI","D"
"MICHAEL B. ENZI","Wyoming","ADMINISTRATIVE PERSONNEL",57526.23,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","SYSTEM ADMINISTRATOR",22847.93,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","ADVISORS",2263.84,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","TRAINING/CONFERENCE/REGISTRATION FEES",320.5,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","ASSISTANTS",381896.66,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","BUDGET ANALYST  AND",28562.47,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","CASE WORKERS",20299.93,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","INCIDENTALS",114.08,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","CHIEF OF STAFF",83527.48,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","INTERNS",18986.64,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","CORRESPONDENCE MANAGER",26136.21,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","SENATOR TRANSPORTATION",17886.31,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","DIRECTORS",205971.93,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","SENIOR PERSONNEL",11541.33,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","EXT DEV SOFTWARE (EXPENDABLE)",390,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","PURCHASED EQUIPMENT (EXPENDABLE)",2612.24,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","FEES AND OTHER CHARGES",140,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","PHOTO STUDIO CERTIFICATION",928.45,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","FIELD REPRESENTATIVE",127545.03,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","PER DIEM",13813.64,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","PURCHASED SOFTWARE (EXPENDABLE)",22000,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","RECORDING STUDIO CERTIFICATION",225,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","PRESS SECRETARIES",27230.64,1103241.98,214,"WY","R"
"MICHAEL B. ENZI","Wyoming","STAFF TRANSPORTATION",30475.44,1103241.98,214,"WY","R"
"MICHAEL BENNET","Colorado","INTERIM SCHEDULER",38884.92,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","CORRESPONDENCE MANAGER",20914.72,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","COUNSEL",21901.24,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","CONSTITUENT PERSONNEL",154380.1,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","DIRECTORS",521533.62,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","LEGISLATIVE AIDE",85335.63,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","PHOTO STUDIO CERTIFICATION",77.9,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","POLICY ANALYST",26949.45,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","CHIEF OF STAFF",153586.44,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","PRESS SECRETARIES",52449.96,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","INCIDENTALS",453.59,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","PURCHASED EQUIPMENT (EXPENDABLE)",116.02,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","PURCHASED SOFTWARE (EXPENDABLE)",139.1,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","INTERPRETING SERVICES",120,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","RECORDING STUDIO CERTIFICATION",227.4,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","REGIONAL REPRESENTATIVE",36471.36,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","SCHEDULER",22725,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","PER DIEM",12249.28,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","SENATOR TRANSPORTATION",9513.99,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","ASSISTANTS",136043.04,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","SENIOR PERSONNEL",54448.05,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","FEES AND OTHER CHARGES",230.2,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","STAFF TRANSPORTATION",29406.8,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","SYSTEMS ADMINISTRATOR",37875,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","COMMUNICATIONS AIDE",5958.31,1422041.12,384,"CO","D"
"MICHAEL BENNET","Colorado","TRAINING/CONFERENCE/REGISTRATION FEES",50,1422041.12,384,"CO","D"
"MICHAEL D. CRAPO","Idaho","EQUIPMENT/VEHICLE MAINTENANCE & REPAIR",95,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","CONSTITUENT PERSONNEL",42249.97,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","CERTIFIED PURCHASED EQUIPMENT",29,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","DIRECTORS",472926.96,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","BOSIE OFFICE MANAGER",28412.41,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","LEGISLATIVE CORRESPONDENT",91292.21,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","PHOTO STUDIO CERTIFICATION",254.4,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","CHIEF OF STAFF",169458.96,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","PER DIEM",29397.15,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","FEES AND OTHER CHARGES",142.26,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","PURCHASED EQUIPMENT (EXPENDABLE)",4334.4,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","INCIDENTALS",1054.52,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","ASSISTANTS",368927.63,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","INTERNS",30121.67,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","SENIOR PERSONNEL",91704.36,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","MAILROOM COORDINATOR",43273.46,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","SENATOR TRANSPORTATION",5704.1,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","STAFF TRANSPORTATION",43083.68,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","DOORKEEPER",32704.93,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","ADMINISTRATIVE PERSONNEL",78847.44,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","SYSTEMS ADMINISTRATOR",50557.46,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","PRESS SECRETARIES",72194.91,1690974.32,390,"ID","R"
"MICHAEL D. CRAPO","Idaho","WRITER",34207.44,1690974.32,390,"ID","R"
"MIKE LEE","Utah","ADVISORS",24166.6,1315893.04,293,"UT","R"
"MIKE LEE","Utah","TECHNICAL SUPPORT",3729,1315893.04,293,"UT","R"
"MIKE LEE","Utah","ASSISTANTS",227999.76,1315893.04,293,"UT","R"
"MIKE LEE","Utah","CONSTITUENT PERSONNEL",30499.92,1315893.04,293,"UT","R"
"MIKE LEE","Utah","CASE WORKERS",42680.42,1315893.04,293,"UT","R"
"MIKE LEE","Utah","CHIEF OF STAFF",79512.4,1315893.04,293,"UT","R"
"MIKE LEE","Utah","COMMUNICATIONS SPECIALIST  AND",13375,1315893.04,293,"UT","R"
"MIKE LEE","Utah","COUNSEL",48374.99,1315893.04,293,"UT","R"
"MIKE LEE","Utah","RECORDING STUDIO CERTIFICATION",1200,1315893.04,293,"UT","R"
"MIKE LEE","Utah","CORRESPONDENCE COORDINATOR",2041.66,1315893.04,293,"UT","R"
"MIKE LEE","Utah","CORRESPONDENT COORDINATOR",17244.4,1315893.04,293,"UT","R"
"MIKE LEE","Utah","INCIDENTALS",2799.34,1315893.04,293,"UT","R"
"MIKE LEE","Utah","STAFF TRANSPORTATION",53072.09,1315893.04,293,"UT","R"
"MIKE LEE","Utah","DIRECTORS",460388.74,1315893.04,293,"UT","R"
"MIKE LEE","Utah","OFFICE MANAGER",30000,1315893.04,293,"UT","R"
"MIKE LEE","Utah","PURCHASED SOFTWARE (EXPENDABLE)",61.38,1315893.04,293,"UT","R"
"MIKE LEE","Utah","LEGISLATIVE CORRESPONDENT",62652.63,1315893.04,293,"UT","R"
"MIKE LEE","Utah","INTERNS",68930.28,1315893.04,293,"UT","R"
"MIKE LEE","Utah","PHOTO STUDIO CERTIFICATION",39.05,1315893.04,293,"UT","R"
"MIKE LEE","Utah","SENATOR TRANSPORTATION",14537.97,1315893.04,293,"UT","R"
"MIKE LEE","Utah","PER DIEM",32651.07,1315893.04,293,"UT","R"
"MIKE LEE","Utah","RECEPTIONIST",21195,1315893.04,293,"UT","R"
"MIKE LEE","Utah","PURCHASED EQUIPMENT (EXPENDABLE)",18241.38,1315893.04,293,"UT","R"
"MIKE LEE","Utah","PRESS SECRETARIES",47924.96,1315893.04,293,"UT","R"
"MIKE LEE","Utah","SENIOR PERSONNEL",12575,1315893.04,293,"UT","R"
"MIKE ROUNDS","South Dakota","ADMINISTRATIVE PERSONNEL",17626.07,1262252.32,538,"SD","R"
"MIKE ROUNDS","South Dakota","STAFF TRANSPORTATION",77288.8,1262252.32,538,"SD","R"
"MIKE ROUNDS","South Dakota","ADVISORS",59799.92,1262252.32,538,"SD","R"
"MIKE ROUNDS","South Dakota","SYSTEM ADMINISTRATOR",28999.92,1262252.32,538,"SD","R"
"MIKE ROUNDS","South Dakota","ASSISTANTS",195791.28,1262252.32,538,"SD","R"
"MIKE ROUNDS","South Dakota","CERTIFIED PURCHASED EQUIPMENT",83.71,1262252.32,538,"SD","R"
"MIKE ROUNDS","South Dakota","CHIEF OF STAFF",129499.92,1262252.32,538,"SD","R"
"MIKE ROUNDS","South Dakota","COUNSEL",124499.92,1262252.32,538,"SD","R"
"MIKE ROUNDS","South Dakota","CONSTITUENT PERSONNEL",103299.76,1262252.32,538,"SD","R"
"MIKE ROUNDS","South Dakota","SENIOR PERSONNEL",86999.88,1262252.32,538,"SD","R"
"MIKE ROUNDS","South Dakota","DIRECTORS",241510.3,1262252.32,538,"SD","R"
"MIKE ROUNDS","South Dakota","INCIDENTALS",1502.17,1262252.32,538,"SD","R"
"MIKE ROUNDS","South Dakota","FEES AND OTHER CHARGES",780,1262252.32,538,"SD","R"
"MIKE ROUNDS","South Dakota","INTERNS",6645.54,1262252.32,538,"SD","R"
"MIKE ROUNDS","South Dakota","PHOTO STUDIO CERTIFICATION",88.7,1262252.32,538,"SD","R"
"MIKE ROUNDS","South Dakota","OPERATIONS MANAGER/LEGISLATIVE AIDE",30499.92,1262252.32,538,"SD","R"
"MIKE ROUNDS","South Dakota","LEGISLATIVE CORRESPONDENT",56266.6,1262252.32,538,"SD","R"
"MIKE ROUNDS","South Dakota","PER DIEM",40880.82,1262252.32,538,"SD","R"
"MIKE ROUNDS","South Dakota","PURCHASED EQUIPMENT (EXPENDABLE)",4390.61,1262252.32,538,"SD","R"
"MIKE ROUNDS","South Dakota","PRESS SECRETARIES",34249.96,1262252.32,538,"SD","R"
"MIKE ROUNDS","South Dakota","SENATOR TRANSPORTATION",21098.52,1262252.32,538,"SD","R"
"MIKE ROUNDS","South Dakota","TRAINING/CONFERENCE/REGISTRATION FEES",450,1262252.32,538,"SD","R"
"ORRIN G. HATCH","Utah","ASSISTANTS",320728.59,1176559.48,290,"UT","R"
"ORRIN G. HATCH","Utah","ARCHIVIST",31749.96,1176559.48,290,"UT","R"
"ORRIN G. HATCH","Utah","OFFICE MANAGER",36360.96,1176559.48,290,"UT","R"
"ORRIN G. HATCH","Utah","INCIDENTALS",230,1176559.48,290,"UT","R"
"ORRIN G. HATCH","Utah","CONSTITUENT PERSONNEL",55666.5,1176559.48,290,"UT","R"
"ORRIN G. HATCH","Utah","INTERNS",48475.74,1176559.48,290,"UT","R"
"ORRIN G. HATCH","Utah","DIRECTORS",316403.76,1176559.48,290,"UT","R"
"ORRIN G. HATCH","Utah","IT MANAGER",12000,1176559.48,290,"UT","R"
"ORRIN G. HATCH","Utah","COUNSEL",77328.83,1176559.48,290,"UT","R"
"ORRIN G. HATCH","Utah","LEGISLATIVE CORRESPONDENT",137499.81,1176559.48,290,"UT","R"
"ORRIN G. HATCH","Utah","PURCHASED EQUIPMENT (EXPENDABLE)",273.88,1176559.48,290,"UT","R"
"ORRIN G. HATCH","Utah","SENATOR TRANSPORTATION",5265.9,1176559.48,290,"UT","R"
"ORRIN G. HATCH","Utah","PRESS SECRETARIES",57499.92,1176559.48,290,"UT","R"
"ORRIN G. HATCH","Utah","PER DIEM",15256.4,1176559.48,290,"UT","R"
"ORRIN G. HATCH","Utah","STAFF TRANSPORTATION",61467.03,1176559.48,290,"UT","R"
"ORRIN G. HATCH","Utah","PHOTO STUDIO CERTIFICATION",352.2,1176559.48,290,"UT","R"
"PAT ROBERTS","Kansas","ADMINISTRATIVE PERSONNEL",40020.81,1350017.79,341,"KS","R"
"PAT ROBERTS","Kansas","STAFF TRANSPORTATION",26373.94,1350017.79,341,"KS","R"
"PAT ROBERTS","Kansas","ADVISORS",50166.65,1350017.79,341,"KS","R"
"PAT ROBERTS","Kansas","STATE AGRICULTURE REPRESENTATIVE",42924.96,1350017.79,341,"KS","R"
"PAT ROBERTS","Kansas","ASSISTANTS",270757.92,1350017.79,341,"KS","R"
"PAT ROBERTS","Kansas","TRAINING/CONFERENCE/REGISTRATION FEES",150,1350017.79,341,"KS","R"
"PAT ROBERTS","Kansas","CHIEF OF STAFF",84729.48,1350017.79,341,"KS","R"
"PAT ROBERTS","Kansas","INTERNS",12833.21,1350017.79,341,"KS","R"
"PAT ROBERTS","Kansas","CORRESPONDENCE MANAGER",44699.96,1350017.79,341,"KS","R"
"PAT ROBERTS","Kansas","LEGISLATIVE AIDE",20559.66,1350017.79,341,"KS","R"
"PAT ROBERTS","Kansas","INCIDENTALS",605.55,1350017.79,341,"KS","R"
"PAT ROBERTS","Kansas","DIRECTORS",522680.33,1350017.79,341,"KS","R"
"PAT ROBERTS","Kansas","FEES AND OTHER CHARGES",410,1350017.79,341,"KS","R"
"PAT ROBERTS","Kansas","DISTRICT REPRESENTATIVE",68962.35,1350017.79,341,"KS","R"
"PAT ROBERTS","Kansas","SCHEDULER",46905,1350017.79,341,"KS","R"
"PAT ROBERTS","Kansas","PHOTO STUDIO CERTIFICATION",1529.65,1350017.79,341,"KS","R"
"PAT ROBERTS","Kansas","RECORDING STUDIO CERTIFICATION",30,1350017.79,341,"KS","R"
"PAT ROBERTS","Kansas","PRESS SECRETARIES",21666.64,1350017.79,341,"KS","R"
"PAT ROBERTS","Kansas","PER DIEM",16173.3,1350017.79,341,"KS","R"
"PAT ROBERTS","Kansas","LEGISLATIVE CORRESPONDENT",60462.38,1350017.79,341,"KS","R"
"PAT ROBERTS","Kansas","LAW CLERK",9002.88,1350017.79,341,"KS","R"
"PAT ROBERTS","Kansas","SENATOR TRANSPORTATION",8373.12,1350017.79,341,"KS","R"
"PATRICK J. LEAHY","Vermont","EXT DEV SOFTWARE (EXPENDABLE)",2250,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","OTHER MISCELLANEOUS SERVICES",5857,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","DIRECTORS",260979.44,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","ASSISTANTS",388773.62,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","INCIDENTALS",620.82,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","LEGISLATIVE CORRESPONDENT",45632.44,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","FIELD REPRESENTATIVE",122989.24,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","PRESS SECRETARIES",23937.44,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","PROJECTS COORDINATOR",35358,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","CASE WORKERS",109936.08,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","INTERNS",34703.23,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","MAILROOM MANAGER",41966,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","RECORDING STUDIO CERTIFICATION",336.8,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","SCHEDULER",69649.96,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","PURCHASED EQUIPMENT (EXPENDABLE)",360,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","SENATOR TRANSPORTATION",5833.22,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","PER DIEM",6145.5,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","SENIOR PERSONNEL",45803.92,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","FEES AND OTHER CHARGES",93.01,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","STAFF TRANSPORTATION",13508.51,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","STATE OPERATIONS MANAGER",39132.56,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","CHIEF OF STAFF",84499.92,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","PHOTO STUDIO CERTIFICATION",3318.65,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","SYSTEMS ADMINISTRATOR",53454.92,1395190.28,330,"VT","D"
"PATRICK J. LEAHY","Vermont","TRAINING/CONFERENCE/REGISTRATION FEES",50,1395190.28,330,"VT","D"
"PATRICK J.TOOMEY","Pennsylvania","ADVISORS",54613.76,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","EXT DEV SOFTWARE (EXPENDABLE)",3768,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","ASSISTANTS",271993.18,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","FEES AND OTHER CHARGES",407.59,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","CASE WORKERS",42021.88,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","CENTRAL PA REGIONAL MANAGER",23401.92,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","STAFF TRANSPORTATION",51861.86,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","CHIEF OF STAFF",84729.48,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","DIRECTORS",458511.51,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","CONSTITUENT PERSONNEL",86746.88,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","SYSTEM ADMINISTRATOR",31053,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","COUNSEL",53974.92,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","SENATOR TRANSPORTATION",3444.76,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","PER DIEM",14305.32,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","SCHEDULER",46420,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","PHOTO STUDIO CERTIFICATION",195.8,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","RECORDING STUDIO CERTIFICATION",353.5,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","FIELD REPRESENTATIVE",40769.48,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","GRANTS COORDINATOR",24952.4,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","INCIDENTALS",141.14,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","LEGISLATIVE CORRESPONDENT",91592.18,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","REGIONAL MANAGER, SOUTHEAST PENNSYLVANIA",19433.3,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","LEGISLATIVE AIDE",27200.58,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","REGIONAL MANAGER",160129.88,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","SOUTHEAST REGIONAL MANAGER",10538.78,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","REGIONAL MANAGER - LEHIGH VALLEY",43354.44,1664285.45,724,"PA","R"
"PATRICK J.TOOMEY","Pennsylvania","PRESS SECRETARIES",18369.91,1664285.45,724,"PA","R"
"PATTY MURRAY","Washington","LEGISLATIVE AIDE",123666.36,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","DEPUTY SCHEDULER",20499.92,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","ADVISORS",17583.32,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","COMMUNITY OUTREACH COORDINATOR AND FEDERAL FUNDING LIAISON",29999.96,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","INCIDENTALS",2581.64,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","EASTERN WASHINGTON REGIONAL REPRESENTATIVE",11388.85,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","EASTERN WASHINGTON REPRESENTATIVE",27916.66,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","MAIL ROOM MANAGER",26000,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","EASTERN WASHINGTON DISTRICT REPRESENTATIVE",12555.5,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","PURCHASED EQUIPMENT (EXPENDABLE)",441.18,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","PURCHASED SOFTWARE (EXPENDABLE)",7608.49,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","DIRECTORS",384682.81,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","CHIEF OF STAFF",10500,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","OFFICE MANAGER",20000,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","RESEARCHER",22118.02,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","SCHEDULER",9791.65,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","RECORDING STUDIO CERTIFICATION",477.5,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","SENATOR TRANSPORTATION",9163.38,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","PHOTO STUDIO CERTIFICATION",903,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","ASSISTANTS",332027.18,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","PER DIEM",36456.72,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","STAFF TRANSPORTATION",79612.21,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","STATE SCHEDULER",18236.08,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","SYSTEM ADMINISTRATOR",41499.92,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","PRESS SECRETARIES",137738.69,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","CONSTITUENT PERSONNEL",157152.38,1540618.42,605,"WA","D"
"PATTY MURRAY","Washington","TRAINING/CONFERENCE/REGISTRATION FEES",17,1540618.42,605,"WA","D"
"RAND PAUL","Kentucky","EXT DEV SOFTWARE (EXPENDABLE)",1050,1116332.73,919,"KY","R"
"RAND PAUL","Kentucky","INTERNS",29336.22,1116332.73,919,"KY","R"
"RAND PAUL","Kentucky","CASE WORKERS",76024.94,1116332.73,919,"KY","R"
"RAND PAUL","Kentucky","INCIDENTALS",377.11,1116332.73,919,"KY","R"
"RAND PAUL","Kentucky","CERTIFIED PURCHASED EQUIPMENT",84.99,1116332.73,919,"KY","R"
"RAND PAUL","Kentucky","COUNSEL",32499.96,1116332.73,919,"KY","R"
